file,algo,outage,alpha,iter,t_attack,evict_ms,decay1_ms,min_trust,steps,period_ms,n_steps,attack_flag_ms
trial_ECC_outage1000_ewma1_iter10_1786496839.csv,ECC,1000,0.1,10,1786496864.9073827,,208.2235813140869,38.74,90 81 65.61 59.05 53.14 43.05 38.74,163.65357240041098,7,1048.05326461792
trial_ECC_outage1000_ewma1_iter1_1786499276.csv,ECC,1000,0.1,1,1786499311.7245934,,228.5635471343994,47.83,90 81 72.9 59.05 53.14 47.83,147.93343544006348,6,1028.555154800415
trial_ECC_outage1000_ewma1_iter2_1786497332.csv,ECC,1000,0.1,2,1786497357.104234,,233.8693141937256,43.05,90 81 72.9 65.61 59.05 47.83 43.05,139.92671171824136,7,1033.618450164795
trial_ECC_outage1000_ewma1_iter3_1786497284.csv,ECC,1000,0.1,3,1786497309.4999795,,391.01624488830566,43.05,81 72.9 65.61 53.14 43.05,185.02527475357056,5,1031.003713607788
trial_ECC_outage1000_ewma1_iter4_1786496643.csv,ECC,1000,0.1,4,1786496670.8612864,,312.64257431030273,38.74,81 72.9 59.05 53.14 47.83 38.74,172.03607559204102,6,1032.9501628875732
trial_ECC_outage1000_ewma1_iter5_1786497478.csv,ECC,1000,0.1,5,1786497504.8941875,,160.59446334838867,43.05,90 72.9 65.61 53.14 47.83 43.05,171.95239067077637,6,1040.6055450439453
trial_ECC_outage1000_ewma1_iter6_1786499708.csv,ECC,1000,0.1,6,1786499734.826334,,306.3938617706299,38.74,81 65.61 59.05 53.14 47.83 38.74,172.0134735107422,6,1026.3354778289795
trial_ECC_outage1000_ewma1_iter7_1786493303.csv,ECC,1000,0.1,7,1786493328.8457522,,263.535737991333,43.05,90 72.9 65.61 59.05 53.14 47.83 43.05,143.3945099512736,7,1043.7793731689453
trial_ECC_outage1000_ewma1_iter8_1786492471.csv,ECC,1000,0.1,8,1786492496.447791,,381.5503120422363,43.05,81 72.9 59.05 53.14 43.05,180.0147294998169,5,1041.4044857025146
trial_ECC_outage1000_ewma1_iter9_1786496169.csv,ECC,1000,0.1,9,1786496194.8342998,,216.69840812683105,43.05,90 81 72.9 59.05 53.14 47.83 43.05,143.35882663726807,7,1036.9110107421875
trial_ECC_outage1000_ewma3_iter10_1786493698.csv,ECC,1000,0.3,10,1786493733.5624478,540.8883094787598,300.8856773376465,5.76,49 34.3 24.01 11.76 8.24 5.76,143.98865699768066,6,1020.8289623260498
trial_ECC_outage1000_ewma3_iter1_1786497185.csv,ECC,1000,0.3,1,1786497211.1583107,643.7966823577881,263.9164924621582,5.76,70 49 24.01 16.81 11.76 5.76,171.99010848999023,6,1043.888807296753
trial_ECC_outage1000_ewma3_iter2_1786499079.csv,ECC,1000,0.3,2,1786499104.7778845,647.1712589263916,287.158727645874,5.76,70 34.3 24.01 16.81 8.24 5.76,168.02244186401367,6,1047.297477722168
trial_ECC_outage1000_ewma3_iter3_1786495528.csv,ECC,1000,0.3,3,1786495554.3548245,734.0347766876221,234.27367210388184,8.24,70 34.3 16.81 11.76 8.24,184.9493384361267,5,1034.3101024627686
trial_ECC_outage1000_ewma3_iter4_1786499177.csv,ECC,1000,0.3,4,1786499203.631372,614.0990257263184,254.07910346984863,5.76,70 49 24.01 16.81 8.24 5.76,168.00756454467773,6,1034.3968868255615
trial_ECC_outage1000_ewma3_iter5_1786496693.csv,ECC,1000,0.3,5,1786496718.7409308,732.302188873291,372.35093116760254,8.24,49 34.3 16.81 11.76 8.24,149.95253086090088,5,1031.5394401550293
trial_ECC_outage1000_ewma3_iter6_1786492092.csv,ECC,1000,0.3,6,1786492118.374945,659.1124534606934,159.00516510009766,4.04,70 49 34.3 16.81 11.76 8.24 4.04,163.383682568868,7,1038.8696193695068
trial_ECC_outage1000_ewma3_iter7_1786494939.csv,ECC,1000,0.3,7,1786494965.6287107,765.0356292724609,384.6883773803711,8.24,49 34.3 16.81 11.76 8.24,155.16281127929688,5,1044.8718070983887
trial_ECC_outage1000_ewma3_iter8_1786497672.csv,ECC,1000,0.3,8,1786497698.786886,561.4280700683594,441.2872791290283,5.76,34.3 24.01 16.81 8.24 5.76,155.17550706863403,5,1022.2790241241455
trial_ECC_outage1000_ewma3_iter9_1786492665.csv,ECC,1000,0.3,9,1786492690.2201664,697.1328258514404,197.62468338012695,4.04,70 49 34.3 16.81 11.76 8.24 5.76 4.04,139.9177142551967,8,1037.2130870819092
trial_ECC_outage1000_ewma5_iter10_1786498682.csv,ECC,1000,0.5,10,1786498707.961188,394.0885066986084,274.0027904510498,0.78,50 25 12.5 6.25 1.56 0.78,148.0306625366211,6,1034.0235233306885
trial_ECC_outage1000_ewma5_iter1_1786496364.csv,ECC,1000,0.5,1,1786496390.863476,290.53306579589844,290.53306579589844,0.2,25 12.5 3.12 1.56 0.78 0.2,172.03211784362793,6,1050.7123470306396
