file,algo,outage,alpha,iter,t_attack,evict_ms,decay1_ms,min_trust,steps,period_ms,n_steps,attack_flag_ms
trial_ECC_outage1000_ewma1_iter1_1786132481.csv,ECC,1000,0.1,1,1786132505.897906,1504.1425228118896,163.9871597290039,0.0,90 81 65.61 59.05 47.83 43.05 38.74 34.87 28.24 25.42 22.88 20.59 18.53 16.68 15.01 12.16 10.94 9.85 8.86 7.98 7.18 6.46 5.81 4.71 4.24 3.82 3.43 3.09 2.5 2.25 2.03 1.82 1.64 1.48 1.33 1.2 0.97 0.87 0.79 0.71 0.64 0.57 0.46 0.42 0.38 0.34 0.3 0.25 0.22 0.2 0.18 0.16 0.15 0.12 0.11 0.1 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.02 0.01 0,173.2304206261268,66,63304.06594276428
trial_ECC_outage1000_ewma1_iter2_1786122421.csv,ECC,1000,0.1,2,1786122447.774406,1522.5722789764404,202.73685455322266,0.0,90 81 72.9 59.05 53.14 47.83 38.74 34.87 31.38 28.24 25.42 22.88 18.53 16.68 15.01 13.51 12.16 10.94 8.86 7.98 7.18 6.46 5.81 5.23 4.71 3.82 3.43 3.09 2.78 2.5 2.25 2.03 1.64 1.48 1.33 1.2 1.08 0.97 0.87 0.71 0.64 0.57 0.52 0.46 0.42 0.34 0.3 0.27 0.25 0.22 0.18 0.16 0.15 0.13 0.11 0.1 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.02 0.01 0,173.23084611159103,66,63322.47018814087
trial_ECC_outage1000_ewma1_iter3_1786133270.csv,ECC,1000,0.1,3,1786133296.726724,1516.6494846343994,176.76401138305664,0.0,90 81 72.9 65.61 53.14 47.83 43.05 38.74 31.38 28.24 25.42 22.88 20.59 18.53 15.01 13.51 12.16 10.94 9.85 8.86 7.98 6.46 5.23 4.71 4.24 3.82 3.43 3.09 2.78 2.5 2.03 1.82 1.64 1.48 1.33 1.2 0.97 0.87 0.79 0.71 0.64 0.57 0.52 0.42 0.38 0.34 0.3 0.27 0.25 0.22 0.18 0.16 0.15 0.13 0.12 0.11 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.02 0.01 0,173.22968703049878,66,63296.68831825256
trial_ECC_outage1000_ewma1_iter4_1786127819.csv,ECC,1000,0.1,4,1786127844.2963374,1535.0596904754639,193.6666965484619,0.0,90 81 65.61 59.05 53.14 47.83 38.74 34.87 31.38 28.24 22.88 20.59 18.53 15.01 13.51 12.16 9.85 8.86 7.98 7.18 6.46 5.81 5.23 4.24 3.82 3.43 3.09 2.78 2.5 2.03 1.82 1.64 1.48 1.33 1.08 0.97 0.87 0.79 0.71 0.64 0.52 0.46 0.42 0.38 0.34 0.3 0.25 0.22 0.2 0.18 0.16 0.15 0.12 0.11 0.1 0.09 0.08 0.06 0.05 0.04 0.03 0.02 0.01 0,179.05086184304858,64,63313.73858451843
trial_ECC_outage1000_ewma1_iter5_1786124497.csv,ECC,1000,0.1,5,1786124524.3041534,1568.1536197662354,227.66637802124023,0.0,90 81 72.9 65.61 53.14 47.83 43.05 34.87 31.38 28.24 25.42 22.88 20.59 16.68 15.01 13.51 12.16 10.94 8.86 7.98 7.18 6.46 5.81 5.23 4.24 3.82 3.43 3.09 2.78 2.5 2.25 1.82 1.64 1.48 1.33 1.2 1.08 0.97 0.79 0.71 0.64 0.57 0.52 0.46 0.38 0.34 0.3 0.27 0.25 0.22 0.18 0.16 0.13 0.12 0.11 0.1 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.02 0.01 0,173.23394555311936,66,63307.81888961792
trial_ECC_outage1000_ewma3_iter1_1786125123.csv,ECC,1000,0.3,1,1786125148.5040922,707.7956199645996,227.75530815124512,0.0,70 49 34.3 16.81 11.76 8.24 5.76 4.04 1.98 1.38 0.97 0.47 0.33 0.23 0.16 0.11 0.08 0.06 0.03 0.02 0.01 0,155.2459058307466,22,63287.9319190979
trial_ECC_outage1000_ewma3_iter2_1786135467.csv,ECC,1000,0.3,2,1786135492.8245058,630.9647560119629,270.7993984222412,0.0,70 49 34.3 24.01 11.76 8.24 5.76 2.82 1.98 1.38 0.97 0.68 0.47 0.23 0.16 0.11 0.08 0.06 0.04 0.02 0.01 0,156.1977295648484,22,63289.682149887085
trial_ECC_outage1000_ewma3_iter3_1786122323.csv,ECC,1000,0.3,3,1786122348.6886566,599.8344421386719,220.2434539794922,0.0,70 49 34.3 24.01 16.81 11.76 5.76 2.82 1.98 0.97 0.68 0.47 0.33 0.23 0.16 0.11 0.06 0.04 0.03 0.02 0.01 0,161.89034779866537,22,63279.797315597534
trial_ECC_outage1000_ewma3_iter4_1786130310.csv,ECC,1000,0.3,4,1786130336.2720232,764.4879817962646,284.43074226379395,0.0,70 49 34.3 16.81 11.76 8.24 4.04 2.82 1.98 1.38 0.97 0.68 0.33 0.23 0.16 0.11 0.08 0.06 0.03 0.02 0.01 0,155.23290634155273,22,63304.206132888794
trial_ECC_outage1000_ewma3_iter5_1786121700.csv,ECC,1000,0.3,5,1786121725.3122182,531.5651893615723,272.05371856689453,0.0,49 34.3 24.01 16.81 11.76 8.24 5.76 2.82 1.38 0.97 0.68 0.33 0.23 0.16 0.11 0.08 0.06 0.04 0.03 0.01 0,157.98945426940918,21,63291.55421257019
trial_ECC_outage1000_ewma5_iter1_1786131034.csv,ECC,1000,0.5,1,1786131059.090678,290.9893989562988,170.91655731201172,0.0,50 25 12.5 6.25 3.12 1.56 0.78 0.2 0.1 0.05 0.02 0.01 0,141.65977636973062,13,63290.87829589844
trial_ECC_outage1000_ewma5_iter2_1786132251.csv,ECC,1000,0.5,2,1786132278.1091275,445.6031322479248,186.26689910888672,0.0,50 12.5 6.25 3.12 1.56 0.39 0.2 0.05 0.02 0.01 0,169.93069648742676,11,63306.535482406616
trial_ECC_outage1000_ewma5_iter3_1786124169.csv,ECC,1000,0.5,3,1786124194.0635808,416.4764881134033,176.5744686126709,0.0,50 12.5 6.25 3.12 0.78 0.39 0.2 0.1 0.05 0.01 0,169.9875831604004,11,63316.35093688965
trial_ECC_outage1000_ewma5_iter4_1786123668.csv,ECC,1000,0.5,4,1786123693.1050668,443.556547164917,203.5849094390869,0.0,50 12.5 6.25 1.56 0.39 0.2 0.05 0.02 0.01 0,188.8874371846517,10,63283.54740142822
trial_ECC_outage1000_ewma5_iter5_1786134876.csv,ECC,1000,0.5,5,1786134901.6435003,318.2218074798584,318.2218074798584,0.0,25 12.5 3.12 1.56 0.78 0.2 0.1 0.05 0.02 0.01 0,158.0106019973755,11,63298.29549789429
trial_ECC_outage2000_ewma1_iter1_1786125579.csv,ECC,2000,0.1,1,1786125604.8281379,1735.8183860778809,275.77757835388184,0.0,90 81 72.9 59.05 53.14 47.83 38.74 34.87 31.38 25.42 22.88 20.59 16.68 15.01 12.16 10.94 9.85 8.86 7.98 7.18 6.46 5.81 5.23 4.71 4.24 3.43 3.09 2.78 2.5 2.25 2.03 1.82 1.48 1.33 1.2 1.08 0.97 0.87 0.71 0.64 0.57 0.52 0.46 0.42 0.38 0.34 0.27 0.25 0.22 0.2 0.18 0.16 0.15 0.13 0.12 0.11 0.1 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.02 0.01 0,170.60706470951888,67,63295.83787918091
