timestamp_sec,timestamp_nanosec,trust_score,shoulder_pan_pos,shoulder_lift_pos,elbow_pos,wrist_1_pos,wrist_2_pos,wrist_3_pos,shoulder_pan_vel,shoulder_lift_vel,elbow_vel,wrist_1_vel,wrist_2_vel,wrist_3_vel,imu_ax_raw,imu_ay_raw,imu_az_raw,imu_ax_ema,imu_ay_ema,imu_az_ema,attack_active
1786135569,937459230,100.0,-1.7149131933795374,-1.697667423878805,-1.1327016989337366,-4.61781877676119,-4.890375677739279,0.6836768388748169,0.001981391804292798,-0.0,0.0,0.0,0.0,-0.0022626216523349285,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135569,956810951,100.0,-1.7149494330035608,-1.6976912657367151,-1.1326897780047815,-4.617878739033834,-4.890412036572592,0.6837127804756165,0.0013550163712352514,0.0016490294365212321,0.0,0.0,0.0,-0.0019302591681480408,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135569,977780818,100.0,-1.7148173491107386,-1.6975835005389612,-1.1327255407916468,-4.61781877676119,-4.890399638806478,0.6834970712661743,0.0026205505710095167,0.0044229780323803425,0.0,0.0,0.0,-0.009651295840740204,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135569,996904850,100.0,-1.7146976629840296,-1.697463337575094,-1.1327136198626917,-4.617854777966635,-4.890363637601034,0.6834491491317749,0.0068517811596393585,0.008347412571310997,0.0,0.0,0.0,-0.0060208747163414955,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,17857789,100.0,-1.7146132628070276,-1.69733173051943,-1.1327016989337366,-4.617890659962789,-4.890339676533834,0.683149516582489,0.010034791193902493,0.009868609718978405,0.0,0.0,0.0,-0.014112623408436775,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,36920785,100.0,-1.7143738905536097,-1.6970446745501917,-1.132761303578512,-4.61786669889559,-4.890339676533834,0.6828499436378479,0.014189322479069233,0.014598384499549866,0.0,0.0,0.0,-0.019161976873874664,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,57639598,100.0,-1.7140257994281214,-1.6967204252826136,-1.132761303578512,-4.61784273782839,-4.890351716672079,0.6824184656143188,0.014432203024625778,0.014061491005122662,0.0,0.0,0.0,-0.023367641493678093,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,76892614,100.0,-1.7137859503375452,-1.696432892476217,-1.1327374617206019,-4.61786669889559,-4.890375677739279,0.6819993853569031,0.015684954822063446,0.01619628071784973,0.0,0.0,0.0,-0.02761165425181389,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,97387790,100.0,-1.7133901754962366,-1.6959531942950647,-1.1326897780047815,-4.617890659962789,-4.890399638806478,0.6811844706535339,0.020798223093152046,0.02377670258283615,0.0,0.0,0.0,-0.03632977977395058,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,116959810,100.0,-1.7129705587970179,-1.695510212575094,-1.1327016989337366,-4.617854777966635,-4.890387598668234,0.6806092262268066,0.024837706238031387,0.027151459828019142,0.0,0.0,0.0,-0.04334774240851402,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,136791229,100.0,-1.7123711744891565,-1.6948145071612757,-1.1326897780047815,-4.61784273782839,-4.890351716672079,0.6794471740722656,0.030679617077112198,0.03519207611680031,0.0,0.0,0.0,-0.054980430752038956,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,156946659,100.0,-1.7118671576129358,-1.6941311995135706,-1.1327136198626917,-4.61784273782839,-4.890351716672079,0.6784520745277405,0.03483414649963379,0.04043317958712578,0.0,0.0,0.0,-0.06482347100973129,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,177536249,100.0,-1.710895840321676,-1.693052117024557,-1.1327136198626917,-4.617914621029989,-4.890412036572592,0.676666796207428,0.0436801053583622,0.050289005041122437,0.0,0.0,0.0,-0.08032946288585663,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,196950435,100.0,-1.7101643721209925,-1.6921895186053675,-1.1326773802386683,-4.617854777966635,-4.890412036572592,0.6752650141716003,0.04953479766845703,0.059250008314847946,0.0,0.0,0.0,-0.09010858833789825,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,217311859,100.0,-1.7088573614703577,-1.6905830542193812,-1.1327136198626917,-4.61786669889559,-4.890363637601034,0.6730003952980042,0.058649200946092606,0.07225050032138824,0.0,0.0,0.0,-0.10851635783910751,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,237032651,100.0,-1.7078140417682093,-1.6893003622638147,-1.1327255407916468,-4.617854777966635,-4.890375677739279,0.671119213104248,0.06824935972690582,0.08127541840076447,0.0,0.0,0.0,-0.12321700900793076,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,257005929,100.0,-1.7062066237079065,-1.6872623602496546,-1.132749382649557,-4.617830816899435,-4.890351716672079,0.6680272817611694,0.07497331500053406,0.09074775129556656,0.0,0.0,0.0,-0.13683108985424042,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,277074337,100.0,-1.7048996130572718,-1.6859195868121546,-1.1327374617206019,-4.6177948156939905,-4.890375677739279,0.665751039981842,0.08035502582788467,0.09454435110092163,0.0,0.0,0.0,-0.14859160780906677,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,297606468,100.0,-1.7028124968158167,-1.6834266821490687,-1.1327255407916468,-4.617806855832235,-4.890363637601034,0.6620482802391052,0.09010858833789825,0.10287898033857346,0.0,0.0,0.0,-0.16078676283359528,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,316815614,100.0,-1.7014334837542933,-1.681784454976217,-1.1327737013446253,-4.6177828947650355,-4.890351716672079,0.6593878269195557,0.09288253635168076,0.10812008380889893,0.0,0.0,0.0,-0.16678206622600555,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,337407588,100.0,-1.6990707556353968,-1.6790993849383753,-1.1327136198626917,-4.617854777966635,-4.890363637601034,0.6552779674530029,0.09791910648345947,0.11566215753555298,0.0,0.0,0.0,-0.1772131323814392,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,356964349,100.0,-1.6975119749652308,-1.6772053877459925,-1.1327136198626917,-4.617830816899435,-4.890423957501547,0.652330219745636,0.10120438784360886,0.12366442382335663,0.0,0.0,0.0,-0.1853560209274292,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,376981258,100.0,-1.6949213186847132,-1.6742680708514612,-1.1326897780047815,-4.61784273782839,-4.890363637601034,0.6477166414260864,0.10716134309768677,0.12836863100528717,0.0,0.0,0.0,-0.19542916119098663,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,396897315,100.0,-1.6930511633502405,-1.6720503012286585,-1.1327016989337366,-4.617830816899435,-4.890375677739279,0.6445416212081909,0.11008869111537933,0.1344022899866104,0.0,0.0,0.0,-0.20073416829109192,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,416807651,100.0,-1.6903284231769007,-1.668825928364889,-1.1327136198626917,-4.61786669889559,-4.890363637601034,0.6396044492721558,0.1146906316280365,0.1386718600988388,0.0,0.0,0.0,-0.21179161965847015,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,437024831,100.0,-1.6884339491473597,-1.6665123144732874,-1.1327136198626917,-4.61784273782839,-4.890375677739279,0.6361773610115051,0.12020017951726913,0.14026975631713867,0.0,0.0,0.0,-0.21970440447330475,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,457103013,100.0,-1.6853750387774866,-1.6630004088031214,-1.1326897780047815,-4.617878739033834,-4.890399638806478,0.6307728290557861,0.12486603856086731,0.14694258570671082,0.0,0.0,0.0,-0.22769388556480408,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,476976394,100.0,-1.6833608786212366,-1.6605547110186976,-1.1327255407916468,-4.61784273782839,-4.890412036572592,0.627094030380249,0.12733319401741028,0.15043239295482635,0.0,0.0,0.0,-0.23528708517551422,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,496962308,100.0,-1.6802428404437464,-1.6567910353290003,-1.132761303578512,-4.617902700101034,-4.890399638806478,0.6212940812110901,0.13267655670642853,0.15462526679039001,0.0,0.0,0.0,-0.24137188494205475,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,516987323,100.0,-1.6780718008624476,-1.6542852560626429,-1.132761303578512,-4.617806855832235,-4.890412036572592,0.6173639893531799,0.13615357875823975,0.15990471839904785,0.0,0.0,0.0,-0.24482333660125732,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,537572145,100.0,-1.674797836934225,-1.6503661314593714,-1.1327374617206019,-4.617878739033834,-4.890412036572592,0.6113123297691345,0.14400245249271393,0.1653120070695877,0.0,0.0,0.0,-0.2517262399196625,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,556925535,100.0,-1.6725676695453089,-1.6477282683001917,-1.1327136198626917,-4.617806855832235,-4.890399638806478,0.6073219776153564,0.14360617101192474,0.16841831803321838,0.0,0.0,0.0,-0.25783661007881165,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,577378988,100.0,-1.669126335774557,-1.6437132994281214,-1.1327255407916468,-4.61784273782839,-4.890387598668234,0.6009946465492249,0.14746668934822083,0.17180585861206055,0.0,0.0,0.0,-0.2659027874469757,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,596941709,100.0,-1.6667993704425257,-1.6408961454974573,-1.132749382649557,-4.61781877676119,-4.890412036572592,0.5967406630516052,0.1498827040195465,0.17615212500095367,0.0,0.0,0.0,-0.27067092061042786,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,617356061,100.0,-1.6631658712970179,-1.6366165320025843,-1.1327136198626917,-4.617854777966635,-4.890363637601034,0.590125322341919,0.15329581499099731,0.17867042124271393,0.0,0.0,0.0,-0.27575862407684326,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,636941671,100.0,-1.6605637709247034,-1.6336434523211878,-1.1327255407916468,-4.61781877676119,-4.890423957501547,0.5857398509979248,0.1546763926744461,0.18047285079956055,0.0,0.0,0.0,-0.2753879129886627,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,657188415,100.0,-1.6568101088153284,-1.629244629536764,-1.1327255407916468,-4.61784273782839,-4.890423957501547,0.5790407061576843,0.15537947416305542,0.1846018135547638,0.0,0.0,0.0,-0.2826487421989441,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,676923274,100.0,-1.6542914549456995,-1.626200024281637,-1.1327136198626917,-4.617854777966635,-4.890399638806478,0.574582576751709,0.15757818520069122,0.18935714662075043,0.0,0.0,0.0,-0.2865220606327057,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,696640014,100.0,-1.6504305044757288,-1.6217768828021448,-1.132749382649557,-4.61784273782839,-4.890412036572592,0.5676560401916504,0.15961070358753204,0.1898045539855957,0.0,0.0,0.0,-0.2921977937221527,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,716950893,100.0,-1.6478880087481897,-1.6187084356891077,-1.1327136198626917,-4.617830816899435,-4.890399638806478,0.5629462599754333,0.16154097020626068,0.19112122058868408,0.0,0.0,0.0,-0.29238954186439514,0.0,0.0,0.0,0.0,0.0,0.0,0
1786135570,737563371,100.0,-1.6440265814410608,-1.6141770521747034,-1.1327255407916468,-4.61784273782839,-4.890375677739279,0.555803656578064,0.164378821849823,0.19618336856365204,0.0,0.0,0.0,-0.29644179344177246,0.0,0.0,0.0,0.0,0.0,0.0,0
