timestamp_sec,timestamp_nanosec,shoulder_pan_pos,shoulder_lift_pos,elbow_pos,wrist_1_pos,wrist_2_pos,wrist_3_pos,shoulder_pan_vel,shoulder_lift_vel,elbow_vel,wrist_1_vel,wrist_2_vel,wrist_3_vel
1782665039,315032229,-1.6561506430255335,0.12955284118652344,-1.5218337217914026,0.006904037203639746,0.0007909588748589158,0.6744141578674316,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,323023822,-1.6562345663653772,0.12955284118652344,-1.5218213240252894,0.006904037203639746,0.0008153018425218761,0.6743662357330322,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,331033543,-1.6562226454364222,0.12950468063354492,-1.5218337217914026,0.006880068685859442,0.0008153018425218761,0.6743542551994324,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,339020543,-1.6562226454364222,0.1295170783996582,-1.5218337217914026,0.00692800572142005,0.0008272860432043672,0.6743782162666321,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,347047930,-1.656210724507467,0.12956476211547852,-1.5218456427203577,0.006856100168079138,0.0008153018425218761,0.6744141578674316,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,355019375,-1.6561625639544886,0.12949275970458984,-1.521881405507223,0.006880068685859442,0.0008272860432043672,0.6744261384010315,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,363021985,-1.6562226454364222,0.12954092025756836,-1.521881405507223,0.006904037203639746,0.0007909588748589158,0.6743901968002319,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,371016689,-1.6561864058123987,0.1295170783996582,-1.5218575636493128,0.006880068685859442,0.0008272860432043672,0.6744021773338318,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,379043669,-1.6561506430255335,0.12955284118652344,-1.5218456427203577,0.006892052944749594,0.0008392703020945191,0.6743542551994324,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,387013799,-1.6561387220965784,0.12954092025756836,-1.5218694845782679,0.00692800572142005,0.0007669904152862728,0.6743662357330322,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,395016798,-1.656210724507467,0.12955284118652344,-1.5218694845782679,0.00686808442696929,0.0008392703020945191,0.6743901968002319,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,403017557,-1.6561744848834437,0.1295170783996582,-1.5218694845782679,0.00686808442696929,0.0008392703020945191,0.6743662357330322,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,411035537,-1.656210724507467,0.1295170783996582,-1.5218213240252894,0.006880068685859442,0.0008512545027770102,0.6744141578674316,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,419019870,-1.6561864058123987,0.12954092025756836,-1.5218213240252894,0.006892052944749594,0.0008272860432043672,0.6743542551994324,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,427016314,-1.6561625639544886,0.12952899932861328,-1.5218337217914026,0.006916021462529898,0.0007909588748589158,0.6743901968002319,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,435017499,-1.656210724507467,0.12950468063354492,-1.5218694845782679,0.006916021462529898,0.0007909588748589158,0.6743662357330322,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,443048053,-1.6561983267413538,0.12950468063354492,-1.5218456427203577,0.00686808442696929,0.0008392703020945191,0.6743901968002319,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,451004035,-1.6561864058123987,0.12952899932861328,-1.521881405507223,0.006904037203639746,0.0008153018425218761,0.6743662357330322,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,459010794,-1.6561983267413538,0.12955284118652344,-1.5218694845782679,0.00692800572142005,0.0008153018425218761,0.6743782162666321,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,467016200,-1.6561625639544886,0.12954092025756836,-1.521893326436178,0.006892052944749594,0.0008033175836317241,0.6744021773338318,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,475018663,-1.656210724507467,0.12955284118652344,-1.5218694845782679,0.006904037203639746,0.0008392703020945191,0.6744261384010315,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,483021273,-1.6561625639544886,0.12952899932861328,-1.5218337217914026,0.00692800572142005,0.0008153018425218761,0.6744141578674316,0.0,-0.0,0.0,0.0,0.0,0.0
1782665039,491015013,-1.6561744848834437,0.12954092025756836,-1.5218575636493128,0.006892052944749594,0.0008153018425218761,0.674318253993988,0.0,-0.0,0.0,0.0,0.0,0.0
