timestamp,node,algorithm,cycle,exec_time_ms,trust_score
1786388675.4070702,CRYPTO_NODE,ECC,52,111.53,100.0
1786388675.5291972,CRYPTO_NODE,ECC,53,111.47,100.0
1786388675.6499984,CRYPTO_NODE,ECC,54,111.51,100.0
1786388675.773108,CRYPTO_NODE,ECC,55,111.54,100.0
1786388675.8947024,CRYPTO_NODE,ECC,56,111.55,100.0
1786388676.106125,CRYPTO_NODE,ECC,57,111.49,100.0
1786388676.2130606,CRYPTO_NODE,ECC,58,111.57,100.0
1786388676.3203242,CRYPTO_NODE,ECC,59,111.33,100.0
1786388676.427412,CRYPTO_NODE,ECC,60,111.4,100.0
1786388676.535353,CRYPTO_NODE,ECC,61,111.5,100.0
1786388676.6429808,CRYPTO_NODE,ECC,62,111.43,100.0
1786388676.7501228,CRYPTO_NODE,ECC,63,111.54,100.0
1786388676.8683715,CRYPTO_NODE,ECC,64,111.59,100.0
1786388677.080391,CRYPTO_NODE,ECC,65,111.33,100.0
1786388677.1881893,CRYPTO_NODE,ECC,66,111.45,100.0
1786388677.29506,CRYPTO_NODE,ECC,67,111.57,100.0
1786388677.4026573,CRYPTO_NODE,ECC,68,111.44,100.0
1786388677.509367,CRYPTO_NODE,ECC,69,111.39,100.0
1786388677.6165025,CRYPTO_NODE,ECC,70,111.59,100.0
1786388677.723615,CRYPTO_NODE,ECC,71,111.56,100.0
1786388677.843032,CRYPTO_NODE,ECC,72,111.59,100.0
1786388678.0605586,CRYPTO_NODE,ECC,73,111.36,100.0
1786388678.1673806,CRYPTO_NODE,ECC,74,111.6,100.0
1786388678.2749257,CRYPTO_NODE,ECC,75,111.58,100.0
1786388678.382825,CRYPTO_NODE,ECC,76,111.48,100.0
1786388678.4902227,CRYPTO_NODE,ECC,77,111.47,100.0
1786388678.596468,CRYPTO_NODE,ECC,78,111.64,100.0
1786388678.7019677,CRYPTO_NODE,ECC,79,111.53,100.0
1786388678.8146055,CRYPTO_NODE,ECC,80,111.46,100.0
1786388681.867402,CRYPTO_NODE,ECC,81,111.74,100.0
1786388687.945778,CRYPTO_NODE,ZKP,0,335.01,100.0
1786388687.9519851,CRYPTO_NODE,ZKP,1,334.74,100.0
