timestamp_sec,timestamp_nanosec,shoulder_pan_pos,shoulder_lift_pos,elbow_pos,wrist_1_pos,wrist_2_pos,wrist_3_pos,shoulder_pan_vel,shoulder_lift_vel,elbow_vel,wrist_1_vel,wrist_2_vel,wrist_3_vel
1782779209,928177580,-1.2978289763080042,-0.32034093538393194,-2.2820265928851526,-4.759392563496725,-3.5633748213397425,1.122599482536316,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,936175338,-1.2978532950030726,-0.32032901445497686,-2.2820027510272425,-4.7593682448016565,-3.5633626619922083,1.1225275993347168,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,944244929,-1.2977812925921839,-0.320352856312887,-2.2820385138141077,-4.7593682448016565,-3.5633986631976526,1.1225515604019165,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,952167262,-1.2978890577899378,-0.32037669817079717,-2.281955067311422,-4.759332243596212,-3.563422743474142,1.122599482536316,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,960155557,-1.2978413740741175,-0.32037669817079717,-2.2820027510272425,-4.759392563496725,-3.563410822545187,1.1225275993347168,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,968171278,-1.2978532950030726,-0.32038861909975225,-2.2820027510272425,-4.7593682448016565,-3.5633986631976526,1.1225874423980713,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,976198647,-1.2978175322162073,-0.32032901445497686,-2.2820265928851526,-4.759320322667257,-3.5633986631976526,1.1225395202636719,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,984159628,-1.297805134450094,-0.32034093538393194,-2.2820146719561976,-4.7593082825290125,-3.5633986631976526,1.1225515604019165,0.0,-0.0,0.0,0.0,0.0,0.0
1782779209,992177627,-1.2978532950030726,-0.32032901445497686,-2.2819908300982874,-4.759320322667257,-3.563410822545187,1.1225395202636719,0.0,-0.0,0.0,0.0,0.0,0.0
1782779210,181367,-1.2978289763080042,-0.32034093538393194,-2.2819908300982874,-4.759380165730612,-3.563410822545187,1.1225395202636719,0.0,-0.0,0.0,0.0,0.0,0.0
1782779210,8193921,-1.2978532950030726,-0.320352856312887,-2.2819908300982874,-4.759356204663412,-3.563410822545187,1.1225634813308716,0.0,-0.0,0.0,0.0,0.0,0.0
1782779210,16160383,-1.2978289763080042,-0.3203647772418421,-2.2820146719561976,-4.7593682448016565,-3.5633507410632532,1.1225395202636719,0.0,-0.0,0.0,0.0,0.0,0.0
