timestamp,node,algorithm,cycle,exec_time_ms,trust_score
1786388248.0707452,CRYPTO_NODE,ZKP,2583,333.32,100.0
1786388248.0814884,CRYPTO_NODE,ZKP,0,333.43,100.0
1786388248.0871806,CRYPTO_NODE,ZKP,1,333.48,100.0
1786388248.092709,CRYPTO_NODE,ZKP,2,333.67,100.0
1786388248.0982106,CRYPTO_NODE,ZKP,3,333.67,100.0
1786388248.1036947,CRYPTO_NODE,ZKP,4,333.41,100.0
1786388248.1091697,CRYPTO_NODE,ZKP,5,333.66,100.0
1786388248.217192,CRYPTO_NODE,ZKP,6,333.57,100.0
1786388248.3235333,CRYPTO_NODE,ZKP,7,333.76,100.0
1786388248.431438,CRYPTO_NODE,ZKP,8,333.6,100.0
1786388248.5395935,CRYPTO_NODE,ZKP,9,333.62,100.0
1786388248.6473844,CRYPTO_NODE,ZKP,10,333.71,100.0
1786388248.7557209,CRYPTO_NODE,ZKP,11,333.61,100.0
1786388248.864129,CRYPTO_NODE,ZKP,12,333.84,100.0
1786388248.9725044,CRYPTO_NODE,ZKP,13,333.58,100.0
1786388249.0616322,CRYPTO_NODE,ZKP,14,333.5,100.0
1786388249.103034,CRYPTO_NODE,ZKP,15,333.49,100.0
1786388249.210771,CRYPTO_NODE,ZKP,16,333.27,100.0
1786388249.3182366,CRYPTO_NODE,ZKP,17,333.61,100.0
1786388249.4263904,CRYPTO_NODE,ZKP,18,333.87,100.0
1786388249.533177,CRYPTO_NODE,ZKP,19,333.92,100.0
1786388249.7441869,CRYPTO_NODE,ZKP,0,333.7,100.0
1786388249.8524606,CRYPTO_NODE,ZKP,1,333.4,100.0
1786388249.959566,CRYPTO_NODE,ZKP,2,333.77,100.0
1786388250.0596,CRYPTO_NODE,ZKP,3,333.55,100.0
1786388250.1066482,CRYPTO_NODE,ZKP,4,333.55,100.0
1786388250.2145617,CRYPTO_NODE,ZKP,5,333.69,100.0
1786388250.322739,CRYPTO_NODE,ZKP,6,333.37,100.0
1786388250.4307933,CRYPTO_NODE,ZKP,7,333.59,100.0
1786388250.5388448,CRYPTO_NODE,ZKP,8,333.93,100.0
1786388250.6468878,CRYPTO_NODE,ZKP,9,333.38,100.0
1786388250.7551382,CRYPTO_NODE,ZKP,10,333.46,100.0
1786388250.8634489,CRYPTO_NODE,ZKP,11,333.79,100.0
1786388250.9716535,CRYPTO_NODE,ZKP,12,333.67,100.0
1786388251.0599391,CRYPTO_NODE,ZKP,13,333.38,100.0
1786388251.1058328,CRYPTO_NODE,ZKP,14,333.18,100.0
1786388251.3151655,CRYPTO_NODE,ECC,0,111.37,100.0
1786388251.4233809,CRYPTO_NODE,ECC,1,111.12,100.0
1786388251.5314689,CRYPTO_NODE,ECC,2,111.26,100.0
1786388251.639511,CRYPTO_NODE,ECC,3,111.34,100.0
1786388251.7456348,CRYPTO_NODE,ECC,4,111.23,100.0
1786388251.8526256,CRYPTO_NODE,ECC,5,111.21,100.0
1786388251.9609442,CRYPTO_NODE,ECC,6,111.2,100.0
1786388252.0600874,CRYPTO_NODE,ECC,7,111.14,100.0
1786388252.108781,CRYPTO_NODE,ECC,8,111.33,100.0
1786388252.2157276,CRYPTO_NODE,ECC,9,111.21,100.0
1786388252.3239777,CRYPTO_NODE,ECC,10,111.17,100.0
1786388252.4322746,CRYPTO_NODE,ECC,11,111.2,100.0
1786388252.5399783,CRYPTO_NODE,ECC,12,111.26,100.0
1786388252.646574,CRYPTO_NODE,ECC,13,111.31,100.0
1786388252.754523,CRYPTO_NODE,ECC,14,111.26,100.0
1786388252.8626735,CRYPTO_NODE,ECC,15,111.19,100.0
1786388252.9698856,CRYPTO_NODE,ECC,16,111.28,100.0
1786388253.0600247,CRYPTO_NODE,ECC,17,111.16,100.0
1786388253.1093864,CRYPTO_NODE,ECC,18,111.23,100.0
1786388253.2176182,CRYPTO_NODE,ECC,19,111.14,100.0
1786388253.3257418,CRYPTO_NODE,ECC,20,111.21,100.0
1786388253.4340682,CRYPTO_NODE,ECC,21,111.28,100.0
1786388253.5422347,CRYPTO_NODE,ECC,22,111.4,100.0
1786388253.6503685,CRYPTO_NODE,ECC,23,111.21,100.0
1786388253.758631,CRYPTO_NODE,ECC,24,111.28,100.0
1786388253.866578,CRYPTO_NODE,ECC,25,111.16,100.0
1786388253.9748232,CRYPTO_NODE,ECC,26,111.32,100.0
1786388254.0564864,CRYPTO_NODE,ECC,27,111.14,100.0
1786388254.1066084,CRYPTO_NODE,ECC,28,111.16,100.0
1786388254.2147353,CRYPTO_NODE,ECC,29,111.18,100.0
1786388254.3230686,CRYPTO_NODE,ECC,30,111.18,100.0
1786388254.4311278,CRYPTO_NODE,ECC,31,111.42,100.0
1786388254.539313,CRYPTO_NODE,ECC,32,111.14,100.0
1786388254.6454587,CRYPTO_NODE,ECC,33,111.22,100.0
1786388254.7536163,CRYPTO_NODE,ECC,34,111.17,100.0
1786388254.8617702,CRYPTO_NODE,ECC,35,111.31,100.0
1786388254.968723,CRYPTO_NODE,ECC,36,111.18,100.0
1786388255.0616648,CRYPTO_NODE,ECC,37,111.45,100.0
1786388255.1066968,CRYPTO_NODE,ECC,38,111.22,100.0
1786388255.2148783,CRYPTO_NODE,ECC,39,111.26,100.0
1786388255.3232417,CRYPTO_NODE,ECC,40,111.4,100.0
1786388255.4304192,CRYPTO_NODE,ECC,41,111.22,100.0
1786388255.5370202,CRYPTO_NODE,ECC,42,111.09,100.0
1786388255.644145,CRYPTO_NODE,ECC,43,111.17,100.0
1786388255.7504275,CRYPTO_NODE,ECC,44,111.22,100.0
1786388255.858618,CRYPTO_NODE,ECC,45,111.19,100.0
1786388255.9663646,CRYPTO_NODE,ECC,46,111.2,100.0
1786388256.061687,CRYPTO_NODE,ECC,47,111.25,100.0
1786388256.154793,CRYPTO_NODE,ECC,48,111.32,100.0
1786388256.2782855,CRYPTO_NODE,ECC,49,111.11,100.0
1786388256.3998256,CRYPTO_NODE,ECC,50,111.17,100.0
1786388256.5208452,CRYPTO_NODE,ECC,51,111.2,100.0
1786388256.6417477,CRYPTO_NODE,ECC,52,111.15,100.0
1786388256.763051,CRYPTO_NODE,ECC,53,111.41,100.0
1786388256.8839211,CRYPTO_NODE,ECC,54,111.24,100.0
1786388257.0047586,CRYPTO_NODE,ECC,55,111.14,100.0
1786388257.126096,CRYPTO_NODE,ECC,56,111.27,100.0
1786388257.3388627,CRYPTO_NODE,ECC,57,111.26,100.0
1786388257.4472702,CRYPTO_NODE,ECC,58,111.28,100.0
1786388257.5556405,CRYPTO_NODE,ECC,59,111.12,100.0
1786388257.6638212,CRYPTO_NODE,ECC,60,111.26,100.0
1786388257.7721682,CRYPTO_NODE,ECC,61,111.24,100.0
1786388257.8801062,CRYPTO_NODE,ECC,62,111.29,100.0
1786388257.9883978,CRYPTO_NODE,ECC,63,111.26,100.0
1786388258.0932715,CRYPTO_NODE,ECC,64,111.15,100.0
1786388258.3105335,CRYPTO_NODE,ECC,65,111.22,100.0
1786388258.4189444,CRYPTO_NODE,ECC,66,111.28,100.0
1786388258.5271792,CRYPTO_NODE,ECC,67,111.17,100.0
1786388258.6341677,CRYPTO_NODE,ECC,68,111.14,100.0
1786388258.7423093,CRYPTO_NODE,ECC,69,111.15,100.0
1786388258.85067,CRYPTO_NODE,ECC,70,111.22,100.0
1786388258.959078,CRYPTO_NODE,ECC,71,111.26,100.0
1786388259.0597656,CRYPTO_NODE,ECC,72,111.27,100.0
1786388259.1814456,CRYPTO_NODE,ECC,73,111.22,100.0
1786388259.3037817,CRYPTO_NODE,ECC,74,111.14,100.0
1786388259.4247742,CRYPTO_NODE,ECC,75,111.29,100.0
1786388259.5457783,CRYPTO_NODE,ECC,76,111.23,100.0
1786388259.666813,CRYPTO_NODE,ECC,77,111.27,100.0
1786388259.7877817,CRYPTO_NODE,ECC,78,111.31,100.0
1786388259.908729,CRYPTO_NODE,ECC,79,111.26,100.0
1786388260.0296335,CRYPTO_NODE,ECC,80,111.15,100.0
1786388260.150461,CRYPTO_NODE,ECC,81,111.15,100.0
