timestamp,node,algorithm,cycle,exec_time_ms,trust_score
1786388358.6615472,CRYPTO_NODE,ECC,735,111.29,100.0
1786388358.6830525,CRYPTO_NODE,ECC,0,111.25,100.0
1786388358.6887333,CRYPTO_NODE,ECC,1,111.19,100.0
1786388358.6944585,CRYPTO_NODE,ECC,2,111.09,100.0
1786388358.7001278,CRYPTO_NODE,ECC,3,111.1,100.0
1786388358.7057319,CRYPTO_NODE,ECC,4,111.32,100.0
1786388358.7115495,CRYPTO_NODE,ECC,5,111.16,100.0
1786388358.71726,CRYPTO_NODE,ECC,6,111.25,100.0
1786388358.8242166,CRYPTO_NODE,ECC,7,111.14,100.0
1786388358.932194,CRYPTO_NODE,ECC,8,111.05,100.0
1786388359.038797,CRYPTO_NODE,ECC,9,111.22,100.0
1786388359.1454182,CRYPTO_NODE,ECC,10,111.27,100.0
1786388359.2529323,CRYPTO_NODE,ECC,11,111.35,100.0
1786388359.3596168,CRYPTO_NODE,ECC,12,111.26,100.0
1786388359.467051,CRYPTO_NODE,ECC,13,111.28,100.0
1786388359.574184,CRYPTO_NODE,ECC,14,111.34,100.0
1786388359.649791,CRYPTO_NODE,ECC,15,111.15,100.0
1786388359.698958,CRYPTO_NODE,ECC,16,111.34,100.0
1786388359.80565,CRYPTO_NODE,ECC,17,111.32,100.0
1786388359.914134,CRYPTO_NODE,ECC,18,111.25,100.0
1786388360.021541,CRYPTO_NODE,ECC,19,111.2,100.0
1786388360.1280751,CRYPTO_NODE,ECC,20,111.11,100.0
1786388360.235181,CRYPTO_NODE,ECC,21,111.27,100.0
1786388360.3417428,CRYPTO_NODE,ECC,22,111.16,100.0
1786388360.4484499,CRYPTO_NODE,ECC,23,111.28,100.0
1786388360.5560455,CRYPTO_NODE,ECC,24,111.24,100.0
1786388360.650427,CRYPTO_NODE,ECC,25,111.22,100.0
1786388360.7013092,CRYPTO_NODE,ECC,26,111.29,100.0
1786388360.8080325,CRYPTO_NODE,ECC,27,111.28,100.0
1786388360.9153025,CRYPTO_NODE,ECC,28,111.19,100.0
1786388361.0229201,CRYPTO_NODE,ECC,29,111.32,100.0
1786388361.1305985,CRYPTO_NODE,ECC,30,111.13,100.0
1786388361.2378469,CRYPTO_NODE,ECC,31,111.29,100.0
1786388361.3451495,CRYPTO_NODE,ECC,32,111.22,100.0
1786388361.452326,CRYPTO_NODE,ECC,33,111.35,100.0
1786388361.5594401,CRYPTO_NODE,ECC,34,111.29,100.0
1786388361.6500983,CRYPTO_NODE,ECC,35,111.3,100.0
1786388361.7006013,CRYPTO_NODE,ECC,36,111.22,100.0
1786388361.8077648,CRYPTO_NODE,ECC,37,111.22,100.0
1786388361.915247,CRYPTO_NODE,ECC,38,111.2,100.0
1786388362.022798,CRYPTO_NODE,ECC,39,111.19,100.0
