timestamp,protocol,direction,packet_length
1782398120.986667,ICMP_PING,ECHO_REPLY,98
1782398121.6358588,ICMP_PING,ECHO_REPLY,120
1782398121.6849506,ICMP_PING,ECHO_REPLY,120
1782398121.9797387,ICMP_PING,ECHO_REQ,98
1782398121.9890642,ICMP_PING,ECHO_REPLY,98
1782398122.982942,ICMP_PING,ECHO_REQ,98
1782398122.9917884,ICMP_PING,ECHO_REPLY,98
1782398123.9834297,ICMP_PING,ECHO_REQ,98
1782398123.994095,ICMP_PING,ECHO_REPLY,98
1782398124.9834757,ICMP_PING,ECHO_REQ,98
1782398124.9942784,ICMP_PING,ECHO_REPLY,98
1782398125.9860342,ICMP_PING,ECHO_REQ,98
1782398125.9952865,ICMP_PING,ECHO_REPLY,98
1782398126.9876292,ICMP_PING,ECHO_REQ,98
1782398126.9980948,ICMP_PING,ECHO_REPLY,98
1782398127.9897585,ICMP_PING,ECHO_REQ,98
1782398128.0001733,ICMP_PING,ECHO_REPLY,98
1782398128.9909348,ICMP_PING,ECHO_REQ,98
1782398129.0012681,ICMP_PING,ECHO_REPLY,98
1782398129.992338,ICMP_PING,ECHO_REQ,98
1782398130.0026903,ICMP_PING,ECHO_REPLY,98
1782398130.994825,ICMP_PING,ECHO_REQ,98
1782398131.004952,ICMP_PING,ECHO_REPLY,98
1782398131.2539294,TCP,INbound,74
1782398131.3302467,TCP,INbound,66
1782398131.333414,TCP,INbound,54
1782398131.3368285,TCP,INbound,141
1782398131.4088285,TCP,INbound,239
1782398131.4125266,TCP,INbound,60
1782398131.415506,TCP,INbound,54
1782398131.4833977,TCP,INbound,60
1782398131.9966538,ICMP_PING,ECHO_REQ,98
1782398132.0070605,ICMP_PING,ECHO_REPLY,98
1782398132.9986641,ICMP_PING,ECHO_REQ,98
1782398133.0090404,ICMP_PING,ECHO_REPLY,98
1782398134.000527,ICMP_PING,ECHO_REQ,98
1782398134.0109413,ICMP_PING,ECHO_REPLY,98
1782398135.0026243,ICMP_PING,ECHO_REQ,98
1782398135.0130086,ICMP_PING,ECHO_REPLY,98
1782398136.0040379,ICMP_PING,ECHO_REQ,98
1782398136.014446,ICMP_PING,ECHO_REPLY,98
1782398137.0063844,ICMP_PING,ECHO_REQ,98
1782398137.016788,ICMP_PING,ECHO_REPLY,98
1782398138.0073195,ICMP_PING,ECHO_REQ,98
1782398138.0187619,ICMP_PING,ECHO_REPLY,98
1782398139.0103962,ICMP_PING,ECHO_REQ,98
1782398139.020627,ICMP_PING,ECHO_REPLY,98
1782398141.0151236,ICMP_PING,ECHO_REQ,98
1782398141.0262349,ICMP_PING,ECHO_REPLY,98
1782398143.0330992,ICMP_PING,ECHO_REQ,98
1782398143.0421617,ICMP_PING,ECHO_REPLY,98
1782398144.033757,ICMP_PING,ECHO_REQ,98
1782398144.0441232,ICMP_PING,ECHO_REPLY,98
1782398145.0357032,ICMP_PING,ECHO_REQ,98
1782398145.0461974,ICMP_PING,ECHO_REPLY,98
1782398146.037766,ICMP_PING,ECHO_REQ,98
1782398146.050112,ICMP_PING,ECHO_REPLY,98
1782398147.039791,ICMP_PING,ECHO_REQ,98
1782398147.0491793,ICMP_PING,ECHO_REPLY,98
1782398148.0417452,ICMP_PING,ECHO_REQ,98
1782398148.0519896,ICMP_PING,ECHO_REPLY,98
1782398149.0435946,ICMP_PING,ECHO_REQ,98
1782398149.054101,ICMP_PING,ECHO_REPLY,98
1782398150.0456119,ICMP_PING,ECHO_REQ,98
1782398150.0557523,ICMP_PING,ECHO_REPLY,98
1782398151.0474098,ICMP_PING,ECHO_REQ,98
1782398151.0569882,ICMP_PING,ECHO_REPLY,98
1782398152.0495327,ICMP_PING,ECHO_REQ,98
1782398152.0595424,ICMP_PING,ECHO_REPLY,98
1782398155.0479527,ICMP_PING,ECHO_REPLY,120
1782398155.052555,ICMP_PING,ECHO_REPLY,120
1782398155.0955963,ICMP_PING,ECHO_REQ,98
1782398155.106283,ICMP_PING,ECHO_REPLY,98
1782398156.0978703,ICMP_PING,ECHO_REQ,98
1782398156.1082113,ICMP_PING,ECHO_REPLY,98
1782398157.0997248,ICMP_PING,ECHO_REQ,98
1782398157.1101384,ICMP_PING,ECHO_REPLY,98
1782398158.1017537,ICMP_PING,ECHO_REQ,98
1782398158.1120696,ICMP_PING,ECHO_REPLY,98
1782398160.119753,ICMP_PING,ECHO_REQ,98
1782398160.1302426,ICMP_PING,ECHO_REPLY,98
1782398161.1206431,ICMP_PING,ECHO_REQ,98
1782398161.1316614,ICMP_PING,ECHO_REPLY,98
1782398163.1277356,ICMP_PING,ECHO_REQ,98
1782398163.1382186,ICMP_PING,ECHO_REPLY,98
1782398165.1437395,ICMP_PING,ECHO_REQ,98
1782398165.1541698,ICMP_PING,ECHO_REPLY,98
1782398166.1459496,ICMP_PING,ECHO_REQ,98
1782398166.1562486,ICMP_PING,ECHO_REPLY,98
1782398167.1477332,ICMP_PING,ECHO_REQ,98
1782398167.1592894,ICMP_PING,ECHO_REPLY,98
1782398168.1498668,ICMP_PING,ECHO_REQ,98
1782398168.159699,ICMP_PING,ECHO_REPLY,98
1782398169.1518059,ICMP_PING,ECHO_REQ,98
1782398169.1610148,ICMP_PING,ECHO_REPLY,98
1782398171.1593137,ICMP_PING,ECHO_REQ,98
1782398171.1705575,ICMP_PING,ECHO_REPLY,98
1782398173.17528,ICMP_PING,ECHO_REQ,98
1782398173.1856666,ICMP_PING,ECHO_REPLY,98
1782398175.191686,ICMP_PING,ECHO_REQ,98
1782398175.2020693,ICMP_PING,ECHO_REPLY,98
1782398176.1936715,ICMP_PING,ECHO_REQ,98
1782398176.2040768,ICMP_PING,ECHO_REPLY,98
1782398177.195714,ICMP_PING,ECHO_REQ,98
1782398177.2061257,ICMP_PING,ECHO_REPLY,98
1782398178.197691,ICMP_PING,ECHO_REQ,98
1782398178.2079892,ICMP_PING,ECHO_REPLY,98
1782398181.2397637,ICMP_PING,ECHO_REQ,98
1782398181.2501595,ICMP_PING,ECHO_REPLY,98
1782398183.255831,ICMP_PING,ECHO_REQ,98
1782398183.267032,ICMP_PING,ECHO_REPLY,98
1782398184.2576315,ICMP_PING,ECHO_REQ,98
1782398184.2680554,ICMP_PING,ECHO_REPLY,98
1782398185.259657,ICMP_PING,ECHO_REQ,98
1782398185.2701643,ICMP_PING,ECHO_REPLY,98
1782398186.261894,ICMP_PING,ECHO_REQ,98
1782398186.2725122,ICMP_PING,ECHO_REPLY,98
1782398187.2636096,ICMP_PING,ECHO_REQ,98
1782398187.2740436,ICMP_PING,ECHO_REPLY,98
1782398188.2656689,ICMP_PING,ECHO_REQ,98
1782398188.2760067,ICMP_PING,ECHO_REPLY,98
1782398188.688428,ICMP_PING,ECHO_REPLY,120
1782398189.2676399,ICMP_PING,ECHO_REQ,98
1782398189.2782152,ICMP_PING,ECHO_REPLY,98
1782398190.2696915,ICMP_PING,ECHO_REQ,98
1782398190.27884,ICMP_PING,ECHO_REPLY,98
1782398191.2715335,ICMP_PING,ECHO_REQ,98
1782398191.2824428,ICMP_PING,ECHO_REPLY,98
1782398192.273641,ICMP_PING,ECHO_REQ,98
1782398192.283926,ICMP_PING,ECHO_REPLY,98
1782398193.2769241,ICMP_PING,ECHO_REQ,98
1782398193.28599,ICMP_PING,ECHO_REPLY,98
1782398194.2769387,ICMP_PING,ECHO_REQ,98
1782398194.2879572,ICMP_PING,ECHO_REPLY,98
1782398195.2795167,ICMP_PING,ECHO_REQ,98
1782398195.290001,ICMP_PING,ECHO_REPLY,98
1782398196.281547,ICMP_PING,ECHO_REQ,98
1782398196.2923124,ICMP_PING,ECHO_REPLY,98
1782398197.2834663,ICMP_PING,ECHO_REQ,98
1782398197.2939503,ICMP_PING,ECHO_REPLY,98
1782398199.2878153,ICMP_PING,ECHO_REQ,98
1782398199.2981796,ICMP_PING,ECHO_REPLY,98
1782398200.289726,ICMP_PING,ECHO_REQ,98
1782398200.3000448,ICMP_PING,ECHO_REPLY,98
1782398202.2957582,ICMP_PING,ECHO_REQ,98
1782398202.3061097,ICMP_PING,ECHO_REPLY,98
1782398203.2978387,ICMP_PING,ECHO_REQ,98
1782398203.3080003,ICMP_PING,ECHO_REPLY,98
1782398205.3037236,ICMP_PING,ECHO_REQ,98
1782398205.314145,ICMP_PING,ECHO_REPLY,98
1782398206.306999,ICMP_PING,ECHO_REQ,98
1782398206.3160872,ICMP_PING,ECHO_REPLY,98
1782398207.3068771,ICMP_PING,ECHO_REQ,98
1782398207.317388,ICMP_PING,ECHO_REPLY,98
1782398208.3089654,ICMP_PING,ECHO_REQ,98
1782398208.319257,ICMP_PING,ECHO_REPLY,98
1782398209.310904,ICMP_PING,ECHO_REQ,98
1782398209.3212812,ICMP_PING,ECHO_REPLY,98
1782398210.3128629,ICMP_PING,ECHO_REQ,98
1782398210.3231924,ICMP_PING,ECHO_REPLY,98
1782398211.3147755,ICMP_PING,ECHO_REQ,98
1782398211.3251266,ICMP_PING,ECHO_REPLY,98
1782398212.3168287,ICMP_PING,ECHO_REQ,98
1782398212.3261693,ICMP_PING,ECHO_REPLY,98
1782398213.3179393,ICMP_PING,ECHO_REQ,98
1782398213.3283358,ICMP_PING,ECHO_REPLY,98
1782398214.3204894,ICMP_PING,ECHO_REQ,98
1782398214.3308694,ICMP_PING,ECHO_REPLY,98
1782398215.3224888,ICMP_PING,ECHO_REQ,98
1782398215.332732,ICMP_PING,ECHO_REPLY,98
1782398217.3371668,ICMP_PING,ECHO_REQ,98
1782398217.3462987,ICMP_PING,ECHO_REPLY,98
1782398219.351806,ICMP_PING,ECHO_REQ,98
1782398219.3622007,ICMP_PING,ECHO_REPLY,98
1782398220.353787,ICMP_PING,ECHO_REQ,98
1782398220.364034,ICMP_PING,ECHO_REPLY,98
1782398220.9487424,ICMP_PING,ECHO_REPLY,120
1782398220.9547663,ICMP_PING,ECHO_REPLY,120
